source	syllabary	pronunciation	definition
ced	ᏕᎦᏃᏣᏢᏍᎦ	de²gạ³no²jạ²hlṿ³sga	1. he's advertising it  2. he's announcing it
ced	ᏕᎦᏐᎦ	de²ga³soh³ga	he's crossing it (a body of water)
ced	ᏕᎨᏛᏍᎦ	de²ge³tṿ²sga	he's enduring it (idiom)
ced	ᏕᎪᏏᏏᎭ	de²go³²si²sị³ha	he's explaining it (a Biblical text)
ced	ᏕᎫᎪᏗᎭ	de²gu³kdị³ha	he's deciding
ced	ᏕᎬᏗᏰᎠ	de²gv³di²³yẹ³ɂa	he's washing (dishes)
ced	ᏕᎬᏙᎯᎠ	de²gv³tọ²hi³ɂa	he's shelling, picking out (peas, nut meats, etc.)
ced	ᏕᎭᎷᏱ	De²hạ²lu²³yi	June
ced	ᏕᎧᎵᏆᏕᎦ	de²kạ³lih²gwạ²de³ga	he's turning, it over
ced	ᏕᎧᏃᎩᎠ	de²kạ³no²gi³ɂa	he's singing
ced	ᏕᎧᏄᎪᏍᎦ	de²kạ³nugosga	he's clawing him
ced	ᏕᎧᏴᏍᏉᎢᎭ	de²kạ³yv²³sgwọ³ɂị²ha	(see giga dekayvsgwoiha)
ced	ᏕᎬᎩᎶᎠ	de³kgi²lo³ɂa	he's washing flexible objects (including clothes)
ced	Ꮧ-	di-	noun prefix plural (see Gram. II, A)
ced	Ꮧ-	di-	(see de-)
ced	Ꮧ-	di-	verbal prefix - distant position (see Gram. I, A)
ced	ᏗᏨᏍᏗ	di²chv³sdi	marriage
ced	ᏗᏓᎯᎯ	di²da³hị²hi	murderer
ced	ᏗᏓᎯᎵᏓᏍᏗᎢ, ᏧᎾᏓᎯᎵᏓᏍᏗᎢ	di²da²hịɂ²li²³da³²sdi⁴ɂi, ju²nạ²da²hịɂ²li²³da³²sdi⁴ɂi	courthouse
ced	ᏗᏓᏟᎶᏍᏗᏍᎩ	di²da²hli²lo¹sdi⁴sgi	1. camera  2. photographer
ced	ᏗᏓᏟᎶᏍᏔᏅᎢ	di²da²hli²lo¹stạ²nv⁴ɂi	1. picture  2. photograph
ced	ᏗᏓᎿᏫᏓ, ᏧᏓᎿᏫᏓ	di²da³hna¹wị²da, ju²da³hna¹wị²da	cross
ced	ᏗᏓᏁᏎᏍᎩ	di²da²hne²se⁴sgi	conjurer
ced	ᏗᏓᏅᏫᏍᎩ	di²da²hnv²wi⁴sgi	medicine man
ced	ᏗᏓᏰᏠᎯ	di²da²hye²³hlọ²hi	surgeon
ced	ᏗᏓᏁᎸᎢ	di²da³ne²lv⁴ɂi	at home
ced	ᏗᏓᏅᏙᏍᏗ	di³danh²tọ²sdi	false teeth, dentures
ced	ᏗᏓᏂᏐᏗᎢ, ᏧᎾᏓᏂᏐᏗᎢ	di²da²ni²³soh³di⁴ɂi, ju²nạ²da²ni²³soh³di⁴ɂi	cemetery
ced	ᏗᏓᏂᏱᏍᎩ	di²da²ni²³yi⁴sgi	policeman
ced	ᏗᏓᏍᏓᏴᎲᏍᎩ	di²da²sda¹yv²³hṿ²sgi	cook
ced	ᏗᏓᏍᏙᏰᏍᎩ	di²da²sdo²ye⁴sgi	barber
ced	ᏗᏓᏍᏚᏗᎢ, ᏧᎾᏓᏍᏚᏗᎢ	di²da²sdu¹di⁴ɂi, ju²nạ²da²sdu¹diɂi	jail
ced	ᏗᏓᏘᏂᏙᎯ	di²da²tị²hni²do⁴hi	leader
ced	ᏗᏓᏙᎵᏍᏗᏍᎩ	di²da²tol²sdi⁴sgi	lender
ced	ᏗᏓᏬᏍᎩ	Di²da²wo⁴sgi	Baptist
ced	ᏗᏕᏠᏆᏍᎩ	di²de²³hlo²gwa¹sgi	student
ced	ᏗᏕᏲᎲᏍᎩ	di²de²hyo²³hṿ²sgi	teacher
ced	ᏗᏜ	di³dla	toward
ced	ᏗᏠᎯᏍᏗᎢ	di²dlo²hị²sdi⁴i	meeting place
ced	ᏗᏢᏈᏍᏙᏗ	di²dlv²kwị³sdoh²di	excuse
ced	ᏗᎦᏛᏗ	dị²gạ²dv³di	1 pear  2. scales (weighing)
ced	ᏗᎦᎳᏫᏍᏗᎢ, ᏧᏂᎳᏫᏍᏗᎢ	dị²gạ²la¹wị²sdi⁴ɂi, ju²ni²la¹wị²sdi⁴ɂi	church
ced	ᏗᎦᎴᏅᎯᏓ	dị²gạɂ²le²³nv³hi⁴da	long-eared
ced	ᏗᎦᎶᎩᏍᎩ	dị²gạ²lo²gi⁴sgi	farmer
ced	ᏗᎦᎸᏅᎯ	dị²gạ²lv¹nv²hi	dumplings
ced	ᏗᎦᏃᏣᎸᏗ	dị²gạ²no²³jahl²di	announcement
ced	ᏗᎦᎾᏐᏗᎢ	dị²gan²so¹di⁴ɂi	pantry
ced	ᏗᎦᏄᎳᏥ	dị²gạ²nu²lạ²ji	his ribs
ced	ᏗᎦᏘᏗᎢ	dị²ga¹tdi⁴ɂi	oven
ced	ᏗᎦᏘᏍᏗ	dị²ga²tị³sdi	gig
ced	ᏗᎪᏪᎵ	dị²go²hwe²li	1. papers  2. book
ced	ᏗᎪᏪᎶᏗ	dị²go²hwe²³lo¹di	pencil
ced	ᏗᎪᏏᏐᏗ	dị²go¹si²³soh³di	discussion (Biblical)
ced	ᏗᎫᎵᏗᏍᎩ	dị¹guhl¹di²³sgi	mud dauber
ced	ᏗᎫᎪᏗᏍᎩ	dị²gu²kdi⁴sgi	judge
ced	ᏗᎯᎯ	di³hị²hi	one that kills
ced	ᏗᏟᏃᎮᏗᎢ, ᏧᎾᏟᏃᎮᏗᎢ	di²hlị²no²heh²di⁴ɂi, ju²nạ²hlị²noh²he²di⁴ɂi	telephone
ced	ᏗᎵᏔᏕᎩ	dihl²tạ²de⁴gi	jumper
ced	ᏗᎿᏬ	di²hnạ²wo	clothing, clothes
ced	ᏗᎿᏬᏍᏙᏗ	di²hnạ²wo³sdoh²di	covers (bed)
ced	ᏗᏁᎯᎯ	di¹hne²³hị²hi	wrestler
ced	ᏗᏁᏍᎨᏍᎩ	di²hne¹sge⁴sgi	carpenter
ced	ᏗᏴᎩᏍᏗ	di²hyv²³gi¹sdi	spurs
ced	-ᏗᎢ	-dɂi	infinitive (see Gram. I, D)
ced	ᏗᏣᎳᎩ	Di²jạ²lạ²gi	Cherokee (written)
ced	ᏗᎧᎸᎬᎢ	dị²kạ²lv²³gv⁴ɂi	east
ced	ᏗᎧᏃᎩᏍᏗ	dị²kạ²no²gi⁴sdi	1. song book  2. musical instrument
ced	ᏗᎧᏃᏩᏗᏙᎯ	di²kạ²no²wạ²di²do⁴hi	angel
ced	ᏗᎧᏃᏩᏛᏍᏗ	di²kạ²no²wạ²dv³sdi	law
ced	ᏗᎬᏜᏗᏍᎩ	dị²kdlạ²di¹sgi	1. fireman  2. firetruck
ced	ᏗᎬᏢᏗ	dị²kdlvh³di	sharpener
ced	ᏗᎨᏫ	di²ke⁴wi	blind
ced	ᏗᎦᏘᏅᏘᏗ	di²ktị²nv⁴tdi	eyeglasses
ced	ᏗᎦᏙᏗ	dị³ktoh²di	binoculars
ced	ᏗᏆᎾᏲᏍᏗ	di²kwạ²nạ²yo²³sdi	playing cards
ced	ᏗᏆᏲᏗ	di²kwạ²yo⁴di	pepper
ced	ᏗᎵᏍᏙᏰᏗ	dil²sdoyh²di	scissors
ced	-ᏗᎾ	-dina	Imperative intensifier (see Gram. I, D)
ced	ᏗᎾᏓᏅᏟ	di²nạ²da²hnv⁴hli	1. brothers (dl.excl.) 2. his brother
ced	ᏗᏁᎵᏙᏗ	di¹nehl³doh²di	toy
ced	ᏗᏂᏓᎿᏫ	di²ni²da³hnạ²wi	1. enemies  2. his enemy
ced	ᏗᏎᎯᏍᏗᎢ	di¹se²³hị³sdi⁴i	dresser
ced	ᏗᏎᏍᏗ	di²sẹ³sdi	numbers
ced	ᏗᏑᏫᏍᏗ	di²su²³hwị³sdi	paint
ced	ᏗᏔᎴᏍᏗ	di²tạ²le²³sdi	drill
ced	ᏗᏖᏍᏗ	di²te²³sdi	iron
ced	ᏗᏘᏲᎯᎯ	di²tị²yo²³hị²hi	lawyer
ced	ᏜᎢᏓ	dla¹ɂị²da	poke (greens)
ced	ᏜᎺᎭ	dla²me²ha	bat
ced	ᏜᏄᏏ	dla²nu³si	leech
ced	ᏜᏱᎦ	dlayh¹ga	bluejay
ced	ᏜᏱᎬᎢ	Dlayh¹gv⁴ɂi	Jay
ced	ᏠᎨᏏ	dlo²ge⁴si	1. garden, field  2. meadow, pasture
ced	ᏡᏡ	dlu¹dlu	purple martin
ced	Ꮲ	dlv	approximately
ced	Ꮲ, ᎢᎸᏢᎢ	dlv, ị²lvh²dlv⁴ɂi	somewhere
ced	-Ꮩ-	-do-	here-and-there (see Grammar I, D)
ced	ᏙᏓᏆᏍᎬᎢ	Do²³dạ³gwa¹sgv⁴ɂi	Sunday
ced	ᏙᏓᏈᏕᎾ	Do²³dạ³gwi²de⁴na	Saturday
ced	ᏙᏓᏉᏅᎢ	Do²³dạ³gwọ²hnvɂi	Monday
ced	-Ꮩ-	-doh	accidental (see Grammar I, C)
ced	ᏙᎯᏳ	do²hị²yu	really, very
ced	ᏙᏌ	do²sa	mosquito
ced	ᏙᏒᏓᎵ	do²sv²³dạɂ³li	ant
ced	ᏙᏱ	do²³yi	outside
ced	ᏙᏳ	do²yu⁴	really, very
ced	ᏚᏓᏘᎿᎥᎢ	du¹da²tị²hnạ²ɂv⁴ɂi	his family
ced	ᏚᏠᏍᎦ	du¹dlo²sga	he's confronted with it
ced	ᏚᏙᎠ	du¹do²ɂa	he is called, he is named
ced	ᏚᏙᎦᏗᎭ	du¹do³²kdị³ha	he's staggering
ced	ᏚᏇᏃᏘᏍᎦ	du¹gwe²no³tị²sga	he's getting a rash
ced	ᏚᎷᎦ	duhl¹ga	he has horns
ced	ᏚᏴᏍᏙᏯᏍᎦ	du¹hyv²³sdoy³²sga	he's sneezing
ced	ᏚᎦᏍᏗᎭ	du¹ksdị²ha	he's vomiting
ced	ᏚᎦᏘᏅᏔ	du²ktị²nv²ta	he's wearing glasses
ced	ᏚᎳᏑᏝ	du¹la³²su²hla	he's wearing shoes
ced	ᏚᎵᏍᏗ	Du²li¹sdi	September
ced	ᏚᎵᏰᏑᎳ	du¹lị²ye³²su²la	he's wearing gloves
ced	ᏚᎵᏲᎭ	du¹li²³yo³ha	he's wearing socks
ced	ᏚᎶᏥᎬᎢ	du¹lo³tsgv⁴ɂi	fork (in a tree)
ced	ᏚᎸᏫᏍᏓᏁᎭ	du¹lv²³hwị³sda¹nẹ²ha	he's working
ced	ᏚᏂᏂᏗ	Du¹ninh²di	October
ced	ᏚᏍᏓᏃᏴᎦ	du³sdạ²no²hyvh²ga	he's making footsteps
ced	ᏚᏍᎦᎴᏍᏗᎭ	du³sgạ²le³sdị²ha	he's releasing it, (involuntarily)
ced	ᏚᏯᏪᎦ	du¹yạ²we³ga	he's tired
ced	ᏚᏲᏍᎦ	du¹yọ³sga	He's releasing it, (voluntarily)
ced	ᏚᏳᎪᏛᎢ	du¹yu²kdv⁴ɂi	the truth
ced		-dv	affirmative, (see Gram. I, D)
ced		e-	passive, (see Gram. I, A)
ced		e-	imperative, (see Gram. I, A)
ced		-e-	benefactive, dative (see Gram. I, C)
ced		-e-	1. repeatedly., 2. Going somewhere in order to _____.  (see Gram. I, C)
ced	ᎡᏙᎭ	e²do³ha	1. he's walking around., 2. he's here
ced	ᎡᎦ	e³ga	he's going
ced	ᎡᏆ	e⁴gwa	huge, large
ced	ᎡᏉᏂ	e²gwo²³ni	sea
ced	ᎡᎭ	e²³ha	he lives
ced	ᎡᎯ	e⁴hi	resident, dweller
ced	ᎡᎯᏯᎢ	e²hi²ya⁴ɂi	indigenous
ced	ᎡᏝᏪᎢ	e²hlạ²we⁴ɂi	quiet
ced	ᎡᎿᎢ	e³hnạ²i	animals (non-domesticated)
ced		-eɂi	reportative, (see Gram. I, D)
ced	ᎡᎳᏗ	e²lạ²di	1. down, 2. on foot
ced	ᎡᎵᎠ	e¹lị³a	he thinks so
ced	ᎡᎵᏊ	e²li⁴gwu	enough, it's enough
ced	ᎡᎵᏊ	e²li⁴gwu	it's possible
ced	ᎡᎵᏍᏗ	e⁴li¹sdi	it seems that
ced		-esdi	or. (see Gram. I, D)
ced		g-	First and third singular subject. (see Gram. I, B)
ced		-g-	progressive. (see Gram. I, C)
ced		ga-	since. (see Gram I, A)
ced		ga-	third singular subject  (see Gram. I, B)
ced		ga-	third person plural animate object. (see Gram. I, B)
ced	ᎦᏥᏃᏍᏓ	ga²chị²no⁴sda	straight.
ced	ᎦᏥᏃᏏᎭ	ga²chị²no²sị³ha	he's straightening it
ced	ᎦᏓ	ga²³da	1. soil  2. land
ced	ᎦᏓᎠ	gạ²dạ³ɂa	it (flexible object) is hanging
ced	ᎦᏓᏗ	ga¹dạɂ³di	flag
ced	ᎦᏓᎫᎫ	ga²³dạ³gu¹gu	crock
ced	ᎦᏓᏆᎳ	ga²dạ²gwạ³la	clay
ced	ᎦᏓᎭᎢ	ga²da²ha⁴ɂi	dirty
ced	ᎦᏓᎷᎩᎠ	ga²dạ²lu²³gị³ɂa	he's plowing it
ced	ᎦᏓᎷᎪᏗ	ga²dạ²lu³go¹di	plow
ced	ᎦᏕᎠ	gạ²de³ɂa	he's removing it (solid or flexible object) from a hanging position
ced	ᎦᏕᏯᏍᏗᎭ	ga²dey²³sdị²ha	he's turning it
ced	ᎦᏗᎨᏂ	ga¹di²ge⁴ni	his heel
ced	ᎦᏗᏆᎸᏕᏯᏍᏗᎭ	ga²di³gwạ²lv²dey²³sdị²ha	he's spinning it
ced	ᎦᏠᎯᎭ	ga³dlo²hị³ha	he's strapping it
ced	ᎦᏙ	gạ²do¹	what (a verb reply expected)
ced	ᎦᏙᎦ	gạ²do³²ga	he's standing
ced	ᎦᏙᎯ	ga²do⁴hi	on the ground
ced	ᎦᏙᎲ	gạ²do¹hv³	why
ced	ᎦᏙᎵᎦ	ga²do²³li³²ga	he's pitying him
ced	ᎦᏙᏅᏗᎭ	gạ²dohn³dị³ha	he is dropping him, it (flexible)
ced	ᎦᏙᏍᎦ	gạ²dọ³sga	it (a flexible object) is falling from a hanging position
ced	ᎦᏙ ᎤᏍᏗ	gạ²do² u⁴sdi	which
ced	ᎦᏙ ᎤᏍᏗ	gạ²dọ² u²sdi	what (a noun or infinitive reply expected)
ced	ᎦᏚ	ga⁴du	bread
ced	ᎦᏚ	gạ²du³	on top
ced	ᎦᏚᎩ	ga²du³gi	cooperative labor (involving a community)
ced	ᎦᏚᎲᎢ	ga²du³hv⁴ɂi	town
ced	ᎦᏚᎲᏍᎦ	ga³du²hṿ³sga	he's baking it
ced	ᎦᏚᎵᏓ	ga¹du²li⁴da	wet
ced	ᎦᏚᏏ	gạ²du⁴si	hill
ced	ᎦᏚ ᎤᎦᎾᏍᏓ	ga³du² u²gạ²na⁴sda	cake
ced	ᎦᏛᎥᏍᎦ	gạ²dv³ɂṿ²sga	he's hanging up a flexible object
ced	ᎦᎦᎹ	ga²³gạ³ma	cucumber
ced	ᎦᎦᏪᏍᏗ	ga²gạ²we²³sdi	paddle, oar
ced	ᎦᎦᏪᏍᎦ	ga²gạ²we²³sga	he's rowing, paddling
ced	ᎦᎨᏓ	ga²ge⁴da	heavy
ced	ᎦᎩ	ga³²gi³	who (used only with echo questions)
ced	ᎦᎪ	ga³go²	who
ced	ᎦᏆᏘᏗ	ga³gwạ²tdi	wheel
ced	ᎦᏆᏲᎯᎭ	ga²gwạ²yo²hị³ha	he's pecking it
ced	ᎦᎭᏘᏗ	ga²hạ²tdi	wedge
ced	ᎦᎵᏗᎭ	gahl²dị³ha	he's putting it into a container
ced	ᎦᎵᏙᏗ	gahl³doh²di	container
ced	ᎦᎵᏉᎩ	gahl²gwo²³gi	seven
ced	ᎦᎵᏉᎩᏁᎢ	gahl²gwo²gi²ne⁴ɂi	seventh
ced	ᎦᏟᏓ	ga³hlị²da	arrow
ced	ᎦᏟᎭ	gạ²hlị³ha	he's sleeping
ced	ᎦᏟᏏᎭ	ga³hli²sị³ha	he's gathering it
ced	ᎦᎵᏣᏗ	gahl²jạɂ²di	bow
ced	ᎦᎵᏦᏕ	gahl²jo²³de	house
ced	ᎦᎵᏦᏛᏙᏗ	gahl²jo³tdoh²di	roofing
ced	ᎦᎵᏦᏛᎢ	gahl²jo²tv⁴ɂi	tent
ced	ᎦᏡᏍᎦ	ga³hlụ²sga	he's piling it up
ced	ᎦᏢᎢᎭ	gạ²hlv³ɂị²ha	he's tying him, it up
ced	ᎦᏢᏍᎦ	gạ²hlṿ³sga	he's putting it in a hole or a container
ced	ᎦᏢᏍᎦ	gạ²hlv²sga	he's sleepy, he's going to sleep
ced	ᎦᏁᎦ	gạ²hne³ga	he's taking a flexible object somewhere by hand
ced	ᎦᏁᎭ	gạ²hnẹ³ha	he's holding a flexible object
ced	ᎦᏂᏙᎭ	gạ²hni²³do³²ha	he's handling a flexible object
ced	ᎦᏯᏢᎢ	ga²hyạɂ³dlv⁴ɂi	collar
ced	ᎦᏯᎱᎶ	ga²hyạ²hu²lo	saddle
ced	ᎦᏰᎠ	ga²hye³ɂa	he's eating a flexible object
ced	ᎦᏰᏍᏗ	ga²hye⁴sdi	something flexible to eat
ced	ᎦᏣᎦᎵᎭ	ga²jạ²gạ²lị³ha	he's ripping it
ced	ᎦᏣᎵᎪᏍᎦ	ga²jạ²lị²go²³sga	he's scratching him, it
ced	ᎦᏣᏄᎵ	ga²jạ²nu⁴li	fast
ced	ᎦᏣᏲᎯᎭ	ga²jạ²yo²hị³ha	1. he's pricking him, it  2. he's giving him an injection
ced	ᎦᏨᏩᏍᏗᎭ	ga³jv²wa³²sdị²ha	he's wringing it out
ced	ᎦᏨᏯᏍᎦ	ga²jvy³sga	he's stinging it
ced	ᎦᎧᎯᏯᎠ	ga²kạ²hi²yạ³ɂa	he's leaving a living thing behind
ced	ᎦᎧᏁᎭ	ga²ka³²nẹ²ha	he's giving him a living thing
ced	ᎦᎪᏗ	ga³koh²di	n. plant (potted plants, young trees, young garden plants)
ced	ᎦᏇᏅᏍᎦ	ga²kwe²nv²sga	he's wrapping him, it
ced	ᎦᎳᏗᎠ	gạ²lạ³dị³ɂa	he's putting a long object in a container
ced	ᎦᎳᏗᏍᏙᏗ	gạ³lạ²di¹sdoh²di	container (for a long object)
ced	ᎦᎳᏅᏛᎢ	gạ²lạ²nv²dv⁴ɂi	street
ced	ᎦᎴᎠ	gạ²le³ɂa	he's taking it (solid or flexible object) out of a container
ced	ᎦᎴᎦ	gạɂ³le¹ga	he's climbing it
ced	ᎦᎴᎩ	gạɂ²le¹gi	blacksnake
ced	ᎦᎴᏂ	gạɂ²le⁴ni	his ear
ced	ᎦᎴᏴᏍᎦ	gạ²le³yv²sga	he's burning
ced	ᎦᎴᏴᏍᎦ	gạ²le²yv²³sga	a long object is falling from an upright position
ced	ᎦᎵᏙᎭ	gạɂ³li²do³ha	he's climbing around
ced	ᎦᎵᎦ	gạ²li³ga	it (forest or grass) is burning
ced	ᎦᎵᎭ	gạ²li²³ha	he's taking a long object out of a container
ced	ᎦᎵᏬᎦ	gạ²li²hwo³ga	it (animal, plant) is dying
ced	ᎦᎵᏦᎯᏓ	gạ²lị²jo³hị²da	fat
ced	ᎦᎵᎥᏂᎭ	gạ²li³ɂv²hnị³ha	he's spanking him
ced	ᎦᎶᎩᎠ	gạ²lo²gi³ɂa	he's hoeing it
ced	ᎦᎶᎪᏗ	gạ²lo²go¹di	hoe
ced	ᎦᎶᏇ	gạ²lo¹gwe	gun
ced	ᎦᎶᎯᏍᏗᎭ	gạ²lo²hị²sdị³ha	he's stopping by (on his way somewhere)
ced	ᎦᎶᎯᏍᏗᎢ	gạ²lo²hị²sdi⁴ɂi	doorway, door
ced	ᎦᎶᎯᏎᎭ	gạ²lo²hị²sẹ³ha	he's over-taking him, it
ced	ᎦᎶᏂ	Gạɂ²lo²hni	August
ced	ᎦᎶᎾᏍᏗᎭ	gạ²lo²na³²sdị²ha	1. He's bluffing him. 2. he's deceiving him 3. he's tricking him
ced	ᎦᎶᏁᎠ	gạ²lo²³nẹ³ɂa	he's oiling it.
ced	ᎦᎶᏅᏗᎭ	gạ²lonh³dị²ha	he's making him fall from an elevated psition
ced	ᎦᎶᏄᎮᎭ	gạ²lo²nu²he²³ha	he's cheating
ced	ᎦᎶᏍᎦ	gạ²lo²sga	1. v.i. he's passing by without stopping 2. v.t. he's passing it (test, exam, etc.)
ced	ᎦᎶᏍᎦ	gạ²lo³²sga	he's falling from an elevated position
ced	ᎦᎷᎦ	gạɂ³luh²ga	he's arriving
ced	ᎦᎷᎶᎦ	gạ²lu²³lo³²ga	1. it's lacking 2. it's missing
ced	ᎦᎷᏯᏍᏗ	gạ²luy¹sdi	axe
ced	ᎦᎷᏯᏍᏗ	gạ²luy¹sdi	bed bug
ced	ᎦᎷᏯᏍᎦ	gạ²luy³²sga	he's chopping it
ced	ᎦᎸᏙᏗ	gạ²lv³doh²di	container for something flexible
ced	ᎦᎸᏂᎭ	gạ²lv³hnị²ha	he's beating him up
ced	ᎦᎸᎳᏗ	gạ²lv²³lạ³di	heaven
ced	ᎦᎸᎳᏗ	gạ²lv³lạ²di	high
ced	ᎦᎸᎳᏗᏜ	gạ²lv²³lạ³di²dla	above
ced	ᎦᎸᎳᏗᎨᎢ	gạ²lv²³lạ³dị²ge⁴ɂi	higher
ced	ᎦᎸᎶᎢ	gạ²lv²lo⁴ɂi	Sky
ced	ᎦᎸᏍᎦ	gạ²lv³sga	he's putting a flexible object in a hole or in a container
ced	ᎦᎾᏕᎦ	gạ²nạ²de³ga	he's selling it
ced	ᎦᎾᏝᎢ	gạ²na¹hlạ³ɂi	livestock
ced	ᎦᎾᏢᏍᎦ	gạ²na³²hlṿ²sga	he's hiring him
ced	ᎦᎾᎵ	ga¹na⁴li	lazy
ced	ᎦᎾᎵ	ga¹nạɂ³li	castrated horse, dog sheep, etc.
ced	ᎦᎾᏩᏘᎭ	gạ²nawh³²tị³ha	he's finding a flexible object.
ced	ᎦᎾᏫᏗᎭ	gạ²na³²wi²dị³ha	he's taking it (animal, flexible object) somewhere.
ced	ᎦᎾᏰᎩ	gạ³nạ²ye¹gi	dangerous
ced	ᎦᏁᎠ	gạ²ne³ɂa	1. he's getting a flexible object  2. he's picking up a flexible object
ced	ᎦᏁᏟᏴᎠ	gạ²ne²³dli³yṿ²ɂa	he's changing it
ced	ᎦᏁᎦ	gạ²ne¹ga	skin
ced	ᎦᏁᎦ	ga²ne³ga	he's taking it (animal, flexible object) somewhere by hand.
ced	ᎦᏁᎦᎵᎭ	gạ²ne³gạ²lị³ha	he's peeling, skinning him, it
ced	ᎦᏁᎩᎠ	gạ²ne²gi³ɂa	1. he's getting some liquid  2. he's picking up some liquid
ced	ᎦᏁᎩᎡᎭ	gạ²ne²gi³ɂe²ha	1. he's taking liquid from him, it  2. he's milking it (when used with unvdi)
ced	ᎦᏁᎫᏗᎠ	gạ²ne²³gu³di²ɂa	he's bewitching him
ced	ᎦᏁᎭ	ga²nẹ³ha	he's holding the long object in his hand
ced	ᎦᏁᎯᏯᎠ	gạ²ne²hi²ya³ɂa	he's leaving some liquid
ced	ᎦᏁᏁᎭ	gạ²ne²hne³ha	he's giving him some liquid
ced	ᎦᏁᏩᏘᎭ	gạ²ne²hwah²tị³ha	he's finding some liquid
ced	ᎦᏁᏫᏗᎭ	gạ²ne²hwi²dị³ha	he's taking some liquid somewhere
ced	ᎦᏁᏥᎢ	gạ²ne²ji⁴ɂi	his chest
ced	ᎦᏁᎳ	gạ²ne²³la	he lives (resides)
ced	ᎦᏁᎵ	gạ²ne⁴li	married person
ced	ᎦᏁᏍᏓᎳᏗᎠ	gạ²ne²³sdạ³lạ²dị²ɂa	it's freezing
ced	ᎦᏁᏐᏯᏍᎦ	gạ²ne²soy³²sga	it's hailing
ced	ᎦᏅᏙᎩ	ganh²doh³gi	saw
ced	ᎦᏅᏙᎬᎢ	ganh²doh³gv⁴ɂi	his tooth
ced	ᎦᏅᎦ	ganh²ga	he's lying down
ced	ᎦᏅᎪᎢ	ganh¹go³ɂi	his tongue
ced	ᎦᏅᏆᎡᎭ	ganh²gwạ³ɂe²ha	he's agitating liquid
ced	ᎦᏅᏤᎦ	ganh²je³ga	he's taking a liquid somewhere by hand
ced	ᎦᏅᏤᎭ	ganh²jẹ³ha	he's holding some liquid
ced	ᎦᏅᏥᏙᎭ	ganh²ji²³do³²ha	he's handling some liquid
ced	ᎦᏅᏔᏂᏙᎯ	ganh²tạ²ni²do⁴hi	salesman
ced	ᎦᏂ	gạɂ³ni	1. bullet  2. lead
ced	ᎦᏂᏓᏛᎢ	gạ²ni³dạɂ²dv⁴i	his tail
ced	ᎦᏂᏙᎭ	ga²ni²³do³²ha	he's handling a long object
ced	ᎦᏂᏆᏘᎭ	gạ²nị²gwa³²tị²ha	he hates him
ced	ᎦᏂᏝᏗᎠ	gạ²ni²hlạ³dị³ɂa	he's setting up a bed
ced	ᎦᏂᏝᏗᏍᏗ	gạ²ni²hlạ²di³²sdi	bedstead
ced	ᎦᏂᏟ	gạ²ni²hli	bed
ced	ᎦᏂᎳᏗᎠ	gạ²ni²³lạ³dị²ɂa	1. he's pleading 2. he's urging
ced	ᎦᏂᏏᎭ	gạɂ³ni²sị³ha	he's burying him
ced	ᎦᏂᏯᎠ	gạɂ³ni²yạ³ɂa	he's leaving it (flexible)
ced	ᎦᏂᏱᎭ	gạɂ³ni²yị³ha	1. he's catching him 2. he's arresting him 3. he's playing catcher
ced	ᎦᏂᏱᏍᎩ	gạɂ²ni²³yi⁴sgi	catcher
ced	ᎦᏃᎭᎵᏙᎭ	gạ²no²hạ²li²³do³²ha	he's hunting
ced	ᎦᏃᎭᎵᏙᎯ	gạ²no²hạ²li²do⁴hi	hunter
ced	ᎦᏃᎯᎵ	gạ²no²hi²³li	he, it's flying
ced	ᎦᏃᎱᎩᎠ	gạ²no²hu²³gị³ɂa	it's flooding
ced	ᎦᏃᏴᏟᏍᏗᎭ	gạ²no²hyv²hlị²sdị³ha	he's causing it to sound
ced	ᎦᏃᏥ	gạ²no¹ji	leather
ced	ᎦᏃᎸᎥᏍᎦ	gạ²no²lv³ɂṿ²sga	it (wind) is blowing
ced	ᎦᏃᏍᎩᎠ	gạ²no²sgi³ɂa	he's stealing it
ced	ᎦᏃᏍᎩᏓ	gạ²no²sgi⁴da	stolen
ced	ᎦᏃᏍᎩᏍᎩ	gạ²no²sgi⁴sgi	thief
ced	ᎦᏃᏴᎦ	gạ²no²³yv³²ga	1. he, it's sinking  2. he, it is being buried
ced	ᎦᎾᏌᏁᎠ	gan²sạ²ne³ɂa	he's pulling him, it
ced	ᎦᏂᏍᏓ	gan²sda	stick
ced	ᎦᎾᏏᏁᎦ	gan²si²³ne³²ga	1. he's dragging him, it 2. he's towing it
ced	ᎦᏄᎪᎦ	gạ²nu²go³ga	he's exiting
ced	ᎦᏄᎪᎬᎢ	gạ²nu²go³gv⁴ɂi	spring
ced	ᎦᏄᎪᎢᏍᏙᏗᎢ	gạ²nu²gọ²ɂị²sdoh³di⁴ɂ	exit
ced	ᎦᏄᎸ	gạ²nu²³lv	grass, weed
ced	ᎦᏄᎸ ᎠᎦᎵᏍᏗ	gạ²nu²³lv a³gal¹sdi	lawn mower
ced	ᎦᏄᏖᏲᎭ	gạ²nu³te²yọ³ha	he's twisting him, it
ced	ᎦᏅᏗᎠ	gạ²nv²³dị³ɂa	he's missing him, it
ced	ᎦᏅᏗᎢ	gạ²nv²di⁴ɂi	his breast
ced	ᎦᏅᎦ	gạ²nv³ga	he's falling from an upright  position
