source	syllabary	pronunciation	definition
ced	ᎪᎯ	ko¹hi⁴	a while ago
ced	ᎪᎯᏴᎢ	ko¹hi³²yv⁴ɂi	later, after a while
ced	ᎪᎳ	ko²³la	bone
ced	ᎪᏍᏚ	ko¹sdu	1. ashes, 2. dust
ced	ᎪᏍᏚᎭᎢ	ko¹sdu²ha⁴ɂi	dusty
ced	ᎬᏙᎠ	kto³ɂa	it (long object) is hanging
ced	ᎬᏙᏌᏗᎠ	kto³sạ²dị³ɂa	he's hanging up a long object
ced	ᎫᏩ	kụ²wa	mulberries
ced	ᎫᏩᏧᏁᎦ	kụ²wạ³ju³ne²ga	sycamore
ced	ᎫᏩᏯ	kụ²wa²ya	huckleberries
ced	ᎫᏩᏲᎢ	Kụ²wa²yo⁴ɂi	Pryor
ced	ᎫᏰᏉᎾ	Kụ²ye²gwo²³na	July
ced	ᎬᏟ	kv²³hli	raccoon
ced	ᎬᏂᎨᏒᎢ	kv²hnị³ge¹sv⁴ɂi	in view
ced	ᏆᎾ	kwạ²na	peach
ced	ᏆᎾᏓᏲᎭ	kwan²dạ³yo²³ha	cobra
ced	ᏆᏄᎾᏍᏗᎢ	kwạ²nun³sdị²ɂi	plum
ced	ᎶᎶ	lo²lo	locust, (cicada)
ced		n-	1. lateral position, 2. already, 3. reference to previously noted action (see Gram. I, A)
ced		-n-	plural (see Gram. I, B)
ced	Ꮎ	na	here
ced	Ꮎ	na	that, those
ced		-na	and what about ____? (see Gram. II, B)
ced	ᎾᎯᏳᎢ	na¹hị²yu⁴ɂi	then
ced	ᎾᏂᎠ	na¹ni³ɂa	there are, (a number of three or more must be specified)
ced	ᎾᎥ	nạ²ɂv	near, close
ced		-nei	
ced	ᏁᏩᏓ	ne²³wạ²da	hominy
ced	Ꮒ	ni	look!
ced		ni-	see n-
ced	ᏂᎦᏓ	nị²ga⁴da	all
ced	ᏂᎦᏪᎠ	nị²gạ²wẹ²ɂa	1. he's saying it  2. it's barking, meowing, whinnying, cooing, etc.
ced	ᏂᎪᎯᎸᎢ, ᏂᎪᎸ	nị²go²³hi³lv⁴ɂi, nị²go²³lv	always
ced	ᏂᎬᏅᏕᎠ	nị²gvnh³de³ɂa	he's taking it off
ced	ᏂᎬᏅᏗᎭ	nị²gvnh³dị³ha	he's putting it on
ced	ᏂᎯ	nị²hi	you
ced	ᏂᎬᎢ	nị²kv⁴ɂi	all over, everywhere
ced	ᏃᏊ	no²³gwu	now
ced	ᏃᏊᎴ	no²³gwụ³le	and then
ced	ᏃᏥ	noh²ji	pine
ced	ᏃᏈᏏ	nọ²kwsi	star
ced	ᏃᏯ, ᏃᏱ	no²ya, no²yi	sand
ced	ᏄᏓᎴᎢ	nu²³dạ³le⁴ɂi	different
ced	ᏄᏓᏅᏛᎾ	nu²danh³tv⁴na	insane, without a mind
ced	ᏄᏟᏍᏛᎢ	nu¹hli²³sdv⁴ɂi	as quickly as possible
ced	ᏄᎳ	nu⁴la	hurry
ced	ᏄᎳ	nu²³la	come here
ced	ᏄᎾ	nu²³na	potato
ced	ᏄᏩᏅᏗ	nu¹wanh³di	He has something on (objects)
ced	ᏄᏯᎩ	Nu²³ya³gi	New York
ced	ᏅᏓ	nv²da	sun, moon
ced	ᏅᏓᏕᏆ	Nv²dạ²de²³gwa	November
ced	ᏅᏓ ᏗᏎᏍᏗ	nv²da di²sẹ³sdi	calendar
ced	ᏅᏓᎩ	nv²³da³gi	Texas
ced	ᏅᏙᎯ	nv²do⁴hi	on the moon, sun
ced	ᏅᎩ	nvh²gi	four
ced	ᏅᎩᏁᎢ	nvh²gi²ne⁴ɂi	fourth
ced	ᏅᎩᏁ ᎢᎦ	Nvh²gi²ne⁴ Iɂ²ga	Thursday
ced	ᏅᏃᎯ	nv²no²³hi	road
ced	ᏅᏩᏙᎯᏯᏓ	nvwh²to²hi²yạ²da	peace
ced	ᏅᏬᏘ	nv²wo³²ti	medicine
ced	ᏅᏬᏘ ᎠᏓᎯᎯ	nv²wo³²ti ạ²da³hị²hi	poison liquid medicine, (not to be swallowed)
ced	ᏅᏯ	nv¹ya	rock
ced	ᏅᏯ ᎠᏛᏓᏅᎢ	nv¹ya ạ²tv²da¹nv⁴ɂi	brick
ced	ᏅᏲᎯ	nv¹yo⁴hi	rocky
ced		o-	exclusive (see Gram. I, B)
ced		-o-	repeatedly (see Gram I, C)
ced	ᎣᏓᎸᎢ	o¹dạ²lv⁴ɂi	mountain
ced	ᎣᎦᎳᎰᎹ	O²gạ²la²ho²³ma	Oklahoma
ced	ᎣᎦᎾ	o²gạ²na	groundhog
ced	ᎣᎩᏅᏌ	o²gị²nv²³sa	1. ourselves (he and I), 2. one another, each other (see Gram. III, A)
ced	ᎣᎬᏌ	o²gv²³sa	1. ourselves, (they and I), 2. one another, each other (see Gram. III, A)
ced	ᎣᏝ	o²hla	soap
ced		-ohn-	completive (see Gram. I, C)
ced	ᎣᏂ	o²hni	after
ced	ᎣᏂ ᏗᏜ	o²hni di³dla	behind, towards the back.
ced		-oi	habitual (see Gram. I, D.)
ced		-oi	past perfect (see Gram. I D)
ced	ᎣᏍᏓ	o⁴sda	1. adj. good., 2. adv. Well
ced	ᎣᏍᏓ ᎧᏃᎮᏓ	o⁴sda kạ²no²he²³da	gospel (good news)
ced	ᎣᏏ	o²si³	fairly well
ced	ᎣᏏ	o³si	stove
ced	ᎣᏏ ᎠᏓᏍᏓᏴᏗᎢ	o³si ạ²da²sdayh¹di⁴ɂi	cook stove, range
ced	ᎣᏏ ᎠᎦᎾᏬᎯᏍᏗ	o³si ạ²ga²nạ²wo²hị²sdi⁴ɂ	heating stove
ced	ᎣᏏᏊ	o²si²³gwu	all right, just fine
ced	ᎣᏏᏲ	o²sị³yo	hello
ced	ᎣᏩᏌ	ọ²wa²³sa	oneself (see Gram. III, A)
ced	ᏌᏛᏗ	sạ²dv³di	trap
ced	ᏌᏊ	sa¹gwu⁴	one
ced	ᏌᎪᏂᎨᎢ	sạ²ko²³nị³ge⁴ɂi	blue
ced	ᏌᎵ	sạ²li	persimmon
ced	ᏌᎵᎫᎩ	sạ²lị³gu³gi	snapping turtle
ced	ᏌᎶᎵ	sạ²lo²³li	squirrel
ced	ᏌᏌ	sa²sa	goose
ced	ᏍᏓᏯ, ᏍᏓᏱ	sda⁴ya, sda⁴yi	hard, difficult
ced	ᏍᏕᏱᏓ	sde²yị³da	rope
ced	ᏍᏗ	-sdi	instrumental (see Gram. I, D)
ced	ᏍᏗᎩᏓ	sdi²³kị²da	a little
ced	ᏍᏚᏗ	sdu¹di	door, gate
ced	ᏍᏚᎢᏍᏗ	sdụ²ɂi³sdi	key
ced	ᏍᏛᏌ	sdv²³sa	1. yourselves (you two) 2. one another, each other (see Gram. III, A)
ced	ᏎᏓᏂ	Se²³dạ³ni	Satan
ced	ᏎᏗ	se²³di	walnut
ced	ᏎᎳᏉᏯ	se²³lạ³gwo²ya	green snake
ced	ᏎᎷ	se²³lu	corn
ced	ᏎᎷ ᎠᎾᏔᏍᎩᏍᎩ	se²³lu anh²tạ²sgi¹sgi	popcorn
ced	ᏎᎷ ᎢᏌ	se²³lu i²sa	corn meal
ced	ᏎᎷ ᎤᏓ	se²³lu u²da	corncob
ced	ᏍᎩᏛ, ᎥᏍᎩᏛ	sgị³dv⁴, v¹sgị³dv⁴	yes, that's it
ced	ᏍᎪᎯ	sgo²³hi	ten
ced	ᏍᎪᎯᏁᎢ	sgo²hi²ne⁴ɂi	tenth
ced	ᏍᎪᎯᏥᏆ	sgo²³hị³tsgwa	one hundred
ced	ᏍᏆᏞᏍᏗ, ᏍᏆᏞᏍᏗ	sgwa¹hle⁴sdi, sgwa¹tle⁴sdi	ball
ced	ᏍᏆᏂᏤᏍᏛᎢ	Sgwa²³nị³je¹sdv⁴ɂi	New Mexico
ced	ᏍᏇᏅᎢ	sgwe²hnv⁴ɂi	fist
ced	ᏍᏊ, ᎥᏍᏊ	sgwu³, v¹sgwu³	also
ced	Ꮟ	-si	or else (see Gram. I, D)
ced	Ꮟ	si	wait
ced	Ꮟ	si	yet, still
ced	ᏏᎦ	si⁴ga	one day
ced	ᏏᎩᎩ	sị²gị²gi	katydid
ced	ᏏᏊ	si²³gwu	again, more
ced	ᏏᏆ	sih²gwa	pig
ced	ᏏᏅ	si²³hnv	than
ced	ᏏᏅᏓ	si²nv⁴da	one month
ced	ᏏᏏ	-sisi	duplicative (see Gram. I, C)
ced	ᏍᎪᏂ	skọ²ni	opposite side (of a body of water)
ced	ᏍᎪᏂᏱ	skọ²ni²³yi	overseas
ced	ᏐᏈᎵ	so²³gwị³li	horse
ced	ᏐᏈᎵ ᏗᎦᎴᏅᎯᏓ	so²³gwị³li dị²gạɂ²le²³nv³hi²da	donkey, mule
ced	ᏐᎯ	sọ²hi	hickory nut
ced	ᏐᏁᎳ	sọ³hne²³la	nine
ced	ᏐᏁᎵᏁᎢ	sọ³hne²li²ne⁴ɂi	ninth
ced	ᏐᎢ	sọ³ɂi	1. another 2. an additional one (singular form)
ced	ᏐᎢᏱ	sọ²ɂi²³yi	in the next room
ced	ᏑᏓᎴᎩ	su²dạ²le⁴gi	one topic, one matter
ced	ᏑᏓᎵ	su²³dạ³li	six
ced	ᏑᏓᎵᏁᎢ	su²dạ²li²ne⁴ɂi	sixth
ced	ᏑᏕᏘᏴᏓ	su²de²tị²yv⁴da	period of one year
ced	ᏑᎨᏓ	su¹ge²³da	dough
ced	ᏑᏗ	suh³di	fishhook
ced	ᏑᏟᎶᏓ	su²hli²lo⁴da	a unit of measure (one acre, one bushel, one gallon, one hour, one mile, one yard)
ced	ᏑᎵ	su²li	buzzard
ced	ᏑᎾᎴᎢ, ᏏᎾᎴᎢ	sụ²na³le⁴ɂi, sị²na³le¹ɂi	tomorrow
ced	ᏑᎾᎴᎢ ᏗᏜ	sụ²na³le⁴ɂi di³dla	toward morning (a.m.)
ced	ᏑᎾᎴᎢ ᏒᎯᏰᏰ	sụ²na³le⁴ɂi sv²hị²ye⁴ye	tomorrow evening
ced	ᏑᏒᎯᏓ	su²sv²³hị²da	overnight
ced	ᏒᏙᏂ	sv²do²ni	1. barrel 2. tub
ced	ᏒᎩ	sv¹gi	onion
ced	ᏒᎯ	sv²hi	yesterday
ced	ᏒᎯ ᏑᎾᎴᎢ	sv²hi sụ²na³le⁴ɂi	yesterday morning
ced	ᏒᎯ ᏒᎯᏰᏱ	sv²hi sv²hị²ye⁴yi	yesterday evening
ced	ᏒᎯ ᎤᏒᎢ	sv²hi ụ²sv¹ɂi	night before last
ced	ᏒᎯᏰᏱ	sv²hị²ye⁴yi	in the evening
ced	ᏒᎦᏔ	sv²³kta	apple
ced	ᏒᎾᏙᏓᏆᏍᏗ	sv²nạ²do²³dạ²gwa¹sdi	one week
ced	ᏒᏃᏱ	sv²no²³yi	at midnight
ced	ᏔᎵ	tạɂ³li	two
ced	ᏔᎵᏁᎢ	tạɂ²li²ne⁴ɂi	second
ced	ᏔᎵᏁ ᎢᎦ	Tạɂ²li²ne⁴ I²ga	Tuesday
ced	ᏔᎷᎩᏍᎩ	tạ²lu²gi¹sgi	1. can  2. metal  3. steel  4. tin
ced	ᏔᎷᎩᏍᎩ ᏗᎧᏅᏫᏍᎩ	tạ²lu²gi¹sgi dị²ka²nv²wi⁴sgi	welder
ced	ᏔᎷᎩᏍᎩ ᏗᎧᏅᏬᏙᏗ	tạ²lu²gi¹sgi dị²kạ²nv²³wo¹doh²di	1. solder  2. welding rod
ced	ᏔᎷᏣ	tạ²lu²³ja	basket
ced	ᏔᎹᏟ	tạ²ma²hli	tomato
ced	ᏔᏬᏗ	tạ²wo²³di	hawk
ced	ᏖᎦ	teh²ga	toad
ced	ᏘᎾ	tị²na	louse
ced	ᏘᏲᎭᎵ	tị²yo²³hạɂ³li	lizard
ced	ᏢᏕᏆ	tlv²³de³gwa	eel
ced	ᏙᎯ	to¹hi⁴	well (health)
ced	ᏙᎯᏊ	to¹hi⁴gwu	just fine
ced	ᏙᎢ	to⁴ɂi	motionless
ced	ᏙᏧᏩ	to¹ju²³hwa	redbird
ced	ᏙᎳᏥᎦ	to²³lạ³tsga	grasshopper
ced	ᏥᎩᎵ	tsgị²li	ghost
ced	ᏥᎪᏯ	tsgo²³ya	bug
ced	ᏥᏆᎴᏆᎳ	tsgwạ²le³gwạ²la	whippoorwill
ced	ᏥᏈᏍᏗ	tsgwi⁴sdi	a lot, many
ced	ᏚᎴᏥ	tu²le²³ji	tonsils
ced	ᏚᏍᏗ	tụ²sdi	boil (sore)
ced	ᏚᏯ	tu²³ya	beans
ced	ᏛᎦ	tvh²ga	housefly
ced	Ꭴ	u-	third person subject (see Gram. I, B)
ced	ᎤᏓᏙᎵᏍᏗ	u¹da²do²³li³²sdi	he's praying
ced	ᎤᏓᎨᏳᎭ	u¹da²ge²yu³ha	he loves
ced	ᎤᏓᏂᎳᎨᎢ	u²da²hni²³la³ge³ɂi	ordained minister
ced	ᎤᏓᏂᎳᎨᎢ	u²da²hni²³lạ³ge³ɂi	oldest member of family
ced	ᎤᏓᏣᏘᏗ	u²da²³jạ²tdi	reckless
ced	ᎤᏓᎴᎯ	u²dạ²lẹ²ɂhi	bad omen
ced	ᎤᏓᎵᎢ	u²dạ²lị²ɂi	his wife
ced	ᎤᏓᎸᏉᏗ	u²da²lv⁴kwdi	snobbish
ced	ᎤᏓᎾᏂ	u²da²³nạɂ²ni	store owner
ced	ᎤᏓᏁᎪᏳᎭ	u¹dạ²ne³go²yu³ha	it's wrinkled
ced	ᎤᏓᏁᎲᎢ	u¹dạ²ne²hv⁴ɂi	puddle
ced	ᎤᏓᏅᏙ	u²danh²do	his heart
ced	ᎤᏓᏅᏔ	u¹danh²ta	he feels
ced	ᎤᏓᏅᏘ	u²danh⁴ti	1. friendly 2. gentle 3. pleasant
ced	ᎤᏓᏅᏘᏌᏅᎢ	u²danh²ti²sạ²hnv⁴ɂi	tamed
ced	ᎤᏓᏅᎦᎸᏓ	u²dạ²nv²gạ²lv⁴da	clean
ced	ᎤᏓᏅᎯᏓ	u²dạ²nv²hi⁴da	a long distance
ced	ᎤᏓᏅᏅᎢ	u¹dạ²nv²hnv⁴ɂi	row
ced	ᎤᏓᏍᏛᏗᏍᏗ	u²da²sdv²³di³²sdi	punishment
ced	ᎤᏓᏩᏗᏍᎬᎢ	u¹da²³wạ³di³²sgv⁴i	in the shade
ced	ᎤᏓᏴᎳᏔ	u¹dạ²yv²la³ta	it's in view
ced	ᎤᏕᎦ	u¹de³ga	1. he's throwing it 2. he's pitching (ball)
ced	ᎤᏕᎩ	u²de⁴gi	pitcher (ball)
ced	ᎤᏕᎰᎯᏍᏗ	u²de²ho²³hi²sdi	embarrassment
ced	ᎤᏕᎰᏌᏘ	u²dẹ²ho²³sạ²ti	bashful
ced	ᎤᏕᎵᏍᎦᎸᎲᎢ	u¹de²li²³sga³lv²hv⁴ɂi	ditch
ced	ᎤᏕᏘᏱᎭ	u¹de²tị²yị³ha	he's having a birthday
ced	ᎤᏗᏆᎸᏕᏱᏓ	u²di¹gwạ²lv²de³yị²da	bolt, screw
ced	ᎤᏗᏞᎦ	u¹di²hleh³ga	it's hot
ced	ᎤᏗᏞᎲᏍᎦ	u¹di²hlẹ³hṿ³sga	he has a fever
ced	ᎤᏗᏍᎦᏝ	u¹di²sgạ³hla	he's in hiding
ced	ᎤᏗᏫᏍᎦ	u¹diw³²sga	he's getting well
ced	ᎤᏗᏴᏓᏛᎢ	u¹di³yv²dạɂ³dv⁴ɂi	his navel
ced	ᎤᏜᏅᏓ	u¹dlạ²nv²da	there's an opening
ced	ᎤᏜᏅᏓᏕᎭ	u¹dlạ²nv²dạɂdẹ²ha	he has time
ced	ᎤᏜᏏᏛᎡᎭ	u¹dla³²si²tv³ɂe²ha	he's disbelieving
ced	ᎤᏜᏏᏛᎡᎯ	u²dla¹si²³tṿ³ɂe⁴hi	nonbeliever
ced	ᎤᏞᎦ	u¹dle³ga	he's taking revenge
ced	ᎤᏟ	ụ²dli	away from
ced	ᎤᏟᎠᏓ	u¹dli³ɂạ²da	he's wearing an earring
ced	ᎤᏠᎾᏍᏗ	u²dlo²³na¹sdi	hypocrite
ced	ᎤᏠᏏᏅᏓ	u²dlo¹si²nv²³da	dewberries
ced	ᎤᏢᏓᎸᏓ	u²dlv²dạ²lv⁴da	splinter
ced	ᎤᏢᎦ	u¹dlv³ga	he's sick
ced	ᎤᏢᎩ	u²dlv⁴gi	patient, sick person
ced	ᎤᏢᏈᏗ	u²dlv⁴kwdi	sophisticated
ced	ᎤᏙ	u²do	1. his sister  2. her brother
ced	ᎤᏙᏓ	u²do²da	his father
ced	ᎤᏙᏓᏆᏓ	u²do²³dạ²gwạ²da	all day
ced	ᎤᏙᏓᏆᏍᎬᎢ,ᎤᎾᏙᏓᏆᏍᎬᎢ	U¹do²³dạ³gwa¹sgv⁴ɂi,U¹nạ²do²³dạ³gwa¹sgv⁴ɂi	Sunday
ced	ᎤᏙᏓᏈᏕᎾ,ᎤᎾᏙᏓᏈᏕᎾ	U²do²³dạ³gwi²de⁴na, U¹(nạ²)do²³dạ³gwi²de⁴na	Saturday
ced	ᎤᏙᏓᏈᏗᏒᎢ	u¹do²³dạ³gwi²di³sv⁴ɂi	during the day
ced	ᎤᏙᏓᏉᏅᎢ, ᎤᎾᏙᏓᏉᏅᎢ	U²do²³dạ³gwọ²hnv⁴ɂi, U²nạ²do²³dạ³gwọ²hnv⁴ɂi	Monday
ced	ᎤᏙᎯᏳ	u²do²hị²yu⁴	really, very
ced	ᎤᏚᏚ	u²du¹du	his grandfather (maternal)
ced	ᎤᏚᎭ	u¹dụ³ha	he's standing in liquid
ced	ᎤᏚᏥ	u²du²ji	his uncle
ced	ᎤᏚᎵᎭ	u¹du²lị³ha	he wants it
ced	ᎤᏛᏅᎢᏍᏗ	u¹dv²nv³ɂi²sdi	he's willing
ced	ᎤᎦᎶᎦ	u²gạ²lo²³ga	leaf
ced	ᎤᎦᎹ	u²³gạ³ma	soup
ced	ᎤᎦᎾᏍᏓ	u²gạ²na⁴sda	sweet
ced	ᎤᎦᎾᏩ	u²ga²³nạ²wa	warm
ced	ᎤᎦᎾᏩ	U²ga²³nạ²wa	Democrat
ced	ᎤᎦᎾᏬᏍᎦ	U¹ga²nạ²wo²sga	1. he's becoming warm  2. he's warming himself
ced	ᎤᎦᏅᏓᏛᎢ	u¹ganh²dạɂ³dv⁴ɂi	page
ced	ᎤᎨᏳᎭ	u¹ge²yụ³ha	1. he's possessive of her, it  2. he loves her
ced	ᎤᎨᏳᎿᎢ	u²ge²yu²³hnạ²ɂi	possessive stingy person
ced	ᎤᎩᏓᏟ	u²gi¹dạ³hli	feather
ced	ᎤᎩᏨᏓ ᎢᏴᎢ	U²gị²jv⁴da ị²yv⁴ɂi	next morning
ced	ᎤᎩᏥᏕᏱ	u²gị²tsde⁴yi	dawn
ced	ᎤᎪᏗ	u¹go³²di	more
ced	ᎤᎪᏗ	u²³go¹di	much, a lot of
ced	ᎤᎪᏂᏲᎦ	u¹go²hni²³yo³²ga	he's late
ced	ᎤᎪᏍᎦ	u¹go²sga	1. it's decaying  2. it's spoiling
ced	ᎤᎪᏏᏓ	u²go²³sị²da	rotten
ced	ᎤᎫᎫ	u²gu¹ku	hoot owl
ced	ᎤᎬᎭᏟ	u²gv²³hạ²hli	part
ced	ᎤᎬᏫᏳᎭ	u¹gv²wị²yụ³ha	instead
ced	ᎤᎬᏫᏳᎯ	u²gv²wị²yu²hi	1. king  2. president (nation)  3. chief
ced	ᎤᎭ	u²³ha	he has a solid object
ced	ᎤᎭᏠᎨᎭ	u¹hạ²hlo³gẹ²ha	he's yawning
ced	ᎤᎭᎸᏂ	u²hạ²lv²ni	bell
ced	ᎤᎭᏁᎦᎸᎢ	u¹hạ²ne³gạɂ²lv⁴ɂi	his lip
ced	ᎤᎭᏬᏍᏗᎭ	u¹hạ²wo³sdị²ha	he's smothering, suffocating
ced	ᎤᎯᏌᏔ	u¹hi³sạ²ta	there's dew
ced	ᎤᎯᏐᏓᏁᎭ	u¹hi²soh²da³²nẹ²ha	1. he's lonesome  2. he's homesick
ced	ᎤᎯᏐᏗ	u¹hi²soh³di	it's lonesome
ced	ᎤᏟᏂᎩᏓ	u²hlị²ni²³gị²da	powerful, strong
ced	ᎤᏟᏍᏓ	ụ²hli⁴sda	quickly
ced	ᎤᏠᎩ	u²hlọ²gi	his, her aunt
ced	ᎤᏠᏱ	u²hlo⁴yi	same kind of
ced	ᎤᎿ	u¹hna⁴	there
ced	ᎤᎿᎷᏛᎢ	u¹hnạ²lu³dv⁴ɂi	island
ced	ᎤᎿᎸᎦ	u¹hna²³lv³²ga	he's becoming angry
ced	ᎤᎿᎸᎭ	u¹hna²³lṿ³ha	he's angry
ced	ᎤᎿᏍᏕᏜ	u²hna¹sde²³dla	root
ced	ᎤᎿᏍᏕᏢᎢ	u²hna¹sde²³dlv⁴ɂi	its root
ced	ᎤᎿᏍᏆᎶᎠ	u¹hna³²sgwạ²lo³ɂa	stubbing his toe
ced	ᎤᎿᏑᎦ	u²hna¹su²³ga	possum grape
ced	ᎤᎿᏑᎦᏢᎢ	u¹hna³²suh²gạ²hlv⁴ɂi	his toenail
ced	ᎤᎿᏩᏍᏗᎭ	u¹hnạ²wa³²sdị²ha	he has a chill
ced	ᎤᎿᏬ	u²hnạ²wo	his shirt
ced	ᎤᏁᎸᏒᎢ	u¹hne²lv³sv⁴ɂi	his scar
ced	ᎤᏂᎭ	u²³hnị³ha	he's in bed
ced	ᎤᏂᏡᎬᎢ	u¹hnihl²gv⁴ɂi	stump
ced	ᎤᏃᏍᏓ	u²hno⁴sda	one dollar
ced	ᎤᏄᏩ	u¹hnu³²wa	he's wearing a shirt, coat
ced	ᎤᏅᏉᎳᏛᎢ	u¹hnv²kwo²lạ²tv⁴ɂi	rainbow
ced	ᎤᏅᏏᏴᎢ	u¹hnv³si²yv⁴ɂi	corner
ced	ᎤᏩᎨᏓ	u²hwạ²ge⁴da	thick
ced	ᎤᏩᏍᎦ	u¹hwạ²sga	he's buying it
ced	ᎤᏰᎢ	u²hye⁴hi	her husband
ced	ᎤᏲᎭ	u¹hyọ²ha	he's looking for it (inanimate)
ced	ᎤᏲᎷᎭ	u¹hyo²lụ³ha	he, it's afloat
ced	ᎤᏲᎾ	u²hyo²³na	horn
ced	ᎤᏴᏜ	u²hyv²dla	cold
ced	ᎤᏴᏜ	u²hyv⁴dla	cold
ced	ᎤᏴᏜ	U²hyv⁴dla	Republican
ced	ᎤᏴᏜ	u¹hyv²dla	it (weather) is cold
ced	ᎤᏴᏜ ᎤᏂᏱᎭ	u²hyv²dla u¹ni³yị²ha	he has a cold
ced	ᎤᏴᏥᏅᏗᎦ	u¹hyvh²jị²nv²tga	He's choking on it
ced	ᎤᏴᏍᏕᎠ	u¹hyṿ²sde³ɂa	He's getting drunk
ced	ᎤᏴᏍᏕᏓ	u²hyṿ²sde⁴da	drunk
ced	ᎤᏴᏍᏕᏍᎩ	u²hyṿ²sde⁴sgi	drunkard
ced	ᎤᏴᏍᏗ	ụ³hyṿ²sdi	strong (taste)
ced	ᎤᏣᎠ	u¹jạ³a	he's inside it
ced	ᎤᏣᎴᏍᏗ	u²jạ²le⁴sdi	wheat
ced	ᎤᏣᏘ	u²³jạ²ti	a lot
ced	ᎤᏤᎵ	u²je²li	his, her
ced	ᎤᏤᏥᏍᏗ	u¹je²tsdi	he's grinning
ced	ᎤᏤᏥᏍᏗ	u²je⁴tsdi	possum
ced	ᎤᏥ	u²ji	his mother
ced	ᎤᏥᎸᎢ	u²ji²lv³ɂi	cotton
ced	ᎤᏥᏯ	u²ji²ya	worm
ced	ᎤᏦᎾᏔ	u¹jo²nạ³ta	it's rattling
ced	ᎤᏦᎾᏘ	u²jo²nạ²ti	rattlesnake
ced	ᎤᏦᏍᏗ	u²jo⁴sdi	confusing
ced	ᎤᎧᏲᏓ	u²ka²hyo⁴da	dry
ced	ᎤᎧᏲᏛᎢ	u²ka²hyo⁴dv⁴ɂi	dry place
ced	ᎤᎧᏛᎯ	u¹kạ²tv⁴ɂhi	his face
ced	ᎤᎨᏓᎵᏴᎢ	u¹ke²³da³li²yv⁴ɂi	valley
ced	ᎤᎦᏌᏔ	u¹ksa²ta	it's sticking out
ced	ᎤᎦᏎᏍᏗ	u¹kse²sdi	1. he's watching him, 2. he's being careful
ced	ᎤᎦᏐᏣᏁᏓ	u²kso¹ja²ne⁴da	goat
ced	ᎤᎦᏑᏘ	u²ksu³ti	diamondback rattler
ced	ᎤᎩᏔ	u²kta	1. grain, 2. seed
ced	ᎤᎬᎭᏓ	u¹kṿ²hạ³da	it's foggy
ced	ᎤᎬᎯᏍᏗ	u²³kv¹hị²sdi	cute
ced	ᎤᏉᎴᎦ	u¹kwo²³le³²ga	he's not having any luck hunting
ced	ᎤᎳᏏᏕᏂ	u²la¹sih²de⁴ni	his foot
ced	ᎤᎳᏑᎶ	u²la¹su²³lo	his shoe
ced	ᎤᎴᎾᎯᎭ	u¹le²na²³hi³ha	he's losing his way
ced	ᎤᎴᏐᏓ	u²le²so⁴da	thin (animate)
ced	ᎤᎵᏓᏍᏗᎭ	u¹li²³da³²sdi²ha	he's making a mistake
ced	ᎤᎵᎪᎲᏍᏗ	u²li²go²³hv²sdi	fall
ced	ᎤᎵᏬᏨᎢ	u²li²hwo¹jv⁴ɂi	dead (non-human)
ced	ᎤᎵᏥᏍᏆᏁᏓ	u²li²ji¹sgwa²ne⁴da	curly
ced	ᎤᎵᏦᎯᏓ	u²li²jo²³hi³da	fat
ced	ᎤᎵᎩᏏ	u²li²ksi	intestine
ced	ᎤᎵᏍᏗ	u³li²sdi	weak
ced	ᎤᎵᏏ	u²li³si	his grandmother (maternal)
ced	ᎤᎵᏰᏗᎭ	u¹li²³ye³²di²ha	he's moaning
ced	ᎤᎵᏰᏑᏍᏔᎦ	u¹li²ye³²su²stga	he's wearing a ring
ced	ᎤᎶᎩᎳ	u¹lo³²gi²la	it's cloudy
ced	ᎤᎶᎩᎵ	u²lo¹gi³li	cloud
ced	ᎤᎵᏍᏓᏁᎭ	ul¹sda³²hnẹ²ha	it's happening to him
ced	ᎤᎵᏍᏚᎢᏓ	ul²sdu²ɂi⁴da	open
ced	ᎤᎵᏍᏚᎳ	ul¹sdu³la	he's wearing a cap
ced	ᎤᎵᏍᎨᏓ	ul²sge⁴da	important
ced	ᎤᎵᏍᏆᎵᏓ	ul³sgwa²li²da	1. broken (long object), 2. he's broke (when used in the plural form)
ced	ᎤᎵᏍᏆᎷᏓ	ul¹sgwa²lu³da	he's sticking his head out
ced	ᎤᎵᏍᏇᏚᎦ	ul¹sgwe³tuh²ga	he's wearing a hat
ced	ᎤᎵᏏᎦ	ul¹sih³ga	it's dark
ced	ᎤᎵᏏᎩ	ul²³sih²gi	dark
ced	ᎤᎵᏑᏫᏓ	ul²su²³hwi²da	colored
ced	ᎤᎸᏓ	u²lv²³da	poinson ivy
ced	ᎤᎸᏉᏗ	u¹lv²³kwdi	he likes it, him
ced	ᎤᎸᏌᏗ	u²lv²³sạɂ²di	glass
ced	ᎤᎾᎠ	u¹nạ³ɂa	he has a flexible object
ced	ᎤᎾᏓᏕᏒᏓ	u²nạ²da²de¹sv⁴da	chain
ced	ᎤᎾᎳᏍᎦᎵᏗᎢ	u²nạ²la¹sgahl³di⁴ɂi	1. ball field, 2. field house
ced	ᎤᎾᎵᎪᎭ	u¹nạ²li³gọ²ha	they're together
ced	ᎤᎾᎵᎢ	u²na²li⁴ɂi	his friend
ced	ᎤᎾᎵᎪᏗ	u²nạ²li⁴kdi	1. his girlfriend, 2. her boyfriend
ced	ᎤᎾᎶᎢᏓ	u²na²lo³ɂị²da	plaid
