ID|PSET|ALT_PRONOUNCE|PRONOUN|VERB|GENDER|SYLLABARY|PRONOUNCE|ENGLISH|INTRO NOTE|END NOTE|APP_FILE
496|||Ꮪ¹Ꮒ²-|Ꭵ²³ᏲᎢ||ᏚᏅᏲᎢ|dù:nù:wǎ:yóɂi|They usually have rod shaped things|||duu1nuu1waa23yo3-i
497|||Ꮧ̣³Ꮒ̣²-|ᏍᏗ²³Ꭶ||ᏗᏂᏍᏗᎦ|díni:sdǐ:ga|Let you (1) and me eat rod shaped things|||di3nii2sdii23ga
498|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|ɂ¹Ꮯ²³Ꮜ²||ᏕᎦᏟᏌ|de:gàhlǐ:sā|He recently gathered things|||dee2ga1hlii23sa2
499|||Ꭴ¹Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎤᏓᎪᏩᏛᏗ|ù:da:gowhtv́hdi|For him to see himself|||uu1daa2gowh2tvh3di
500|||ᏍᏗ²-|Ꭵ²³Ꮜ||ᏍᏛᏌ|sdv̌:sa|Your two selves|||sdvv23sa
501|||Ꮥ³Ꮵ²-|Ꮂ²³Ꭲ||ᏕᏥᎲᎢ|dé:ji:hv̌:ɂi|You all had solid things a while ago|||dee3jii2hvv23-i
502|||Ꮥ²Ꭹ̣²Ꮒ²-|Ꭵ²³ᏲᎢ||ᏕᎩᏅᏲᎢ|de:ginù:wǎ:yóɂi|You (1) and I usually have rod shaped things|||dee2gi2nuu1waa23yo3-i
503|||Ꮧ̣²Ꮵ̣²-, Ꮧ̣²Ꭶ͓-|ᏍᏗ²³Ꭶ||ᏫᏗᏥᏍᏗᎦ|widijisdǐ:ga|Let me eat rod shaped things|||wi2di2ji2sdii23ga
504|||Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏣᏓᎪᏩᏛᏗ|jada:gowhtv́hdi|For you (1) to see yourself|||ja2daa2gowh2tvh3di
505|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ²Ꭺ³Ꭲ*||ᎦᏥᏲᎵᎪᎢ|gaji:yo:li:gó:ɂi|I usually recognize them (animate)|||ga2jii2yoo2lii2goo3-i
506|||Ꭲ¹Ꮵ²-|Ꭵ²³Ꮜ||ᎢᏨᏌ|ì:jv̌:sa|Your all selves|||ii1jvv23sa
507|||Ꮥ²ᏍᏗ²-|Ꮂ²³Ꭲ||ᏕᏍᏗᎲᎢ|de:sdi:hv̌:ɂi|You both had solid things a while ago|||dee2sdii2hvv23-i
508|||Ꮩ¹Ꭹ̣²Ꮒ²-|Ꭵ²³ᏲᎢ||ᏙᎩᏅᏲᎢ|dò:ginù:wǎ:yóɂi|He and I usually have rod shaped things|||doo1gi2nuu1waa23yo3-i
509|||Ꮧ̣²ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꭹ||ᏗᏍᏓᏚᎩ|disdatǔ:gi|Let you both drink alcoholic drinks|||di2sda2tuu23gi
510|||Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎠᏆᏓᎪᏩᏛᏗ|à:gwada:gowhtv́hdi|For me to see myself|||aa1gwaa2daa2gowh2tvh3di
511|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮀ³Ꭲ||ᏓᎩᎰᎢ|dà:gihó:ɂi|I usually have solid things|||daa1gi2hoo3-i
512|||Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎢᎦᏓᎪᏩᏛᏗ|ì:gada:gowhtv́hdi|For all of us to see ourselves|||ii1ga2daa2gowh2tvh3di
513|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮀ³Ꭲ||ᏕᏣᎰᎢ|de:jahó:ɂi|You (1) usually have solid things|||dee2ja2hoo3-i
514|||Ꭲ¹Ꭹ²-|ɂᎪ³Ꮧ||ᎢᎩᎪᏗ|ì:gi:kóhdi|For all of us to have something alive|||ii1gii2koh3di
515|||Ꮧ̣²Ꮵ̣²-|ᎣᎵ͓²Ꭹ||ᏗᏦᎵᎩ|dijohlgi|Let you all understand things|||di2johl2gi
516|||Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎣᎦᏓᎪᏩᏛᏗ|ò:gada:gowhtv́hdi|For them and me to see ourselves|||oo1ga2daa2gowh2tvh3di
517|||Ꭳ¹Ꭹ²-|ɂᎪ³Ꮧ||ᎣᎩᎪᏗ|ò:gi:kóhdi|For them and me to have something alive|||oo1gii2koh3di
518|||Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎤᎾᏓᎪᏩᏛᏗ|ù:nada:gowhtv́hdi|For them to see themselves|||uu1na2daa2gowh2tvh3di
519|||Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎩᎾᏓᎪᏩᏛᏗ|ginada:gowhtv́hdi|For you (1) and me to see ourselves|||gi2na2daa2gowh2tvh3di
520|||Ꮧ̣²Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏣᏓᎪᏩᏛᏗ|dijada:gowhtv́hdi|For you all to see each other|||di2ja2daa2gowh2tvh3di
521|||Ꮧ̣²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᏗᏍᏓᏓᎪᏩᏛᏗ|disdada:gowhtv́hdi|For you both to see each other|||di2sdaa2daa2gowh2tvh3di
522|||Ꭳ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮫ³Ꮧ||ᎣᎩᎾᏓᎪᏩᏛᏗ|ò:ginada:gowhtv́hdi|For him and me to see ourselves|||oo1gi2na2daa2gowh2tvh3di
523|||ᏍᎩ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᏍᎩᏃᎵᎩ|sgino:lì:gi|Let you (1) or both recognize us both|||sgi2noo2lii1gi
524|||Ꮧ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭹ||ᏫᏗᎾᏓᏙᎵᎩ|widinada:dohlgi|Let them be acquainted|||wi2di2nadaa2dohl2gi
525|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|ᎣᎵ͓²Ꭶ²||ᏕᎰᎵᎦ|de:hohlgā|You (1) recently understood things|||dee2hohl2ga2
526|||Ꭶ̣²Ꭿ²-, Ꭶ̣²Ꭿ²Ꮿ͓-|Ꭺ¹Ꮹ²Ꮤ||ᎦᎯᎪᏩᏔ|gahi:gò:wahta|Let you (1) see them (animate)|||ga2hii2goo1wah2ta
527|||Ꮶ¹Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏦᎪᎵᏍᏗ|jò:go:hlísdi|For them and me to understand things|||joo1goo2hli3sdi
528|||Ꭱ¹Ꭹ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎦᏚᎳ|è:gadǔ:lā|All of us were recently wanted|||ee1ga2duu23la2
529|||Ꮷ¹Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏧᏃᎵᏍᏗ|jù:no:hlísdi|For them to understand things; For them to recognize them (animate)|||juu1noo2hli3sdi
530|||Ꭱ¹Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎾᏚᎳ|è:nadǔ:lā|You (1) and I recently wanted him|||ee1na2duu23la2
531|||Ꮧ̣²Ꮳ̣²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᏦᎵᏍᏗ|dijo:hlísdi|For you (1) to understand things; For you all to understand things|||di2joo2hli3sdi
532|||Ꭱ¹Ꮧ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏓᏚᎳ|è:dadǔ:lā|All of us recently wanted him|||ee1da2duu23la2
533|||Ꮶ¹Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏦᎩᏃᎵᏍᏗ|jò:gino:hlísdi|For him and me to understand things|||joo1gi2noo2hli3sdi
534|||Ꭱ¹Ꮵ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏣᏚᎳ|è:jadǔ:lā|You all recently wanted him; You (1) were recently wanted; You all were recently wanted|||ee1ja2duu23la2
535|||Ꭸ²Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᎾᏚᎳ|ge:nadǔ:lā|You (1) and I recently wanted them (animate)|||gee2na2duu23la2
536|||Ꭸ²Ꮧ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏓᏚᎳ|ge:dadǔ:lā|All of us recently wanted them (animate)|||gee2da2duu23la2
537|||Ꭸ²Ꮵ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏣᏚᎳ|ge:jadǔ:lā|You all recently wanted them (animate); They recently wanted you (1)|||gee2ja2duu23la2
538|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭺ²Ꮂ²³Ꭲ||ᏚᎪᎲᎢ|du:go:hv̌:ɂi|He saw them a while ago|||duu2goo2hvv23-i
539|||Ꭸ³Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎨᏥᎪᏩᏔ|gé:ji:gò:wahtā|They recently saw you all|||gee3jii2goo1wah2ta2
540|||Ꭱ¹ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᏍᏓᏚᎳ|è:sdadǔ:lā|You both recently wanted him; You both were recently wanted|||ee1sda2duu23la2
541|||Ꭺ²Ꮵ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎪᏥᎪᏩᏔ|go:ji:gò:wahtā|They and I recently saw them (animate)|||goo2jii2goo1wah2ta2
542|||Ꭸ²ᏍᏗ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎨᏍᏓᏚᎳ|ge:sdadǔ:lā|You both recently wanted them (animate); They recently wanted you both|||gee2sda2duu23la2
543|||Ꭼ²Ꭹ̣²-, Ꭼ²Ꮖ͓-|Ꭺ²Ꮂ²³Ꭲ||ᎬᎩᎪᎲᎢ|gv:gigo:hv̌:ɂi|They saw me a while ago|||gvv2gi2goo2hvv23-i
544|||Ꭺ²ᏍᏗ²-|Ꭺ¹Ꮹ²Ꮤ²||ᎪᏍᏗᎪᏩᏔ|go:sdi:gò:wahtā|He and I recently saw them (animate)|||goo2sdii2goo1wah2ta2
545|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭰ̣²Ꮪ²³Ꮃ²||ᎡᎩᎾᏚᎳ|è:ginadǔ:lā|You (1) and I were recently wanted|||ee1gi2na2duu23la2
546||||Ꭰ̣²Ᏼ||ᎠᏴ|ayv|I, Me; We, Us|||a2yv
547|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꭾ³ᏍᏗ||ᏚᎮᏍᏗ|du:hé:sdi|He will be having solid things|||duu2hee3sdi
548|||Ꭰ̣²-, Ꭶ̣²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎠᏗᎭ|adiha|He is saying|||a2di2ha
549|||Ꮧ̣²Ꮵ̣²-, Ꮧ̣²Ꭶ͓-|ɂᏯ̣²Ꭶ*||ᏫᏗᏥᏯᎦ|widijiyaga|Let me eat flexible things|||wi2di2ji2ya2ga
550|||Ꮵ̣²-, Ꭶ͓-|Ꭰ¹Ꮧ̣²Ꭰ*||ᎦᏗᎠ|gadí:ɂa|I am saying|||ga2dii3-a
551|||Ꭴ¹-, Ꭴ¹Ꮹ͓-|Ᏺ¹Ꮟ²³Ꮜ²||ᎤᏲᏏᏌ|ù:yò:sǐ:sā|He was recently hungry|||uu1yoo1sii23sa2
552|||Ꮶ¹Ꮵ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏦᏥᏚᎲᎦ|wijò:jì:du:hv̀:ga|Let them and me bake things|||wi2joo1jii1duu2hvv1ga
553|||Ꮣ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏓᎾᏓᎪᏩᏘᎭ|dà:nada:gowhtíha|They are seeing each other|||daa1naa2daa2gowh2ti3ha
554|||Ꮷ²-, Ꮷ²Ꮹ͓-|ᏍᏗ²³Ꭹ³²ᏍᏗ||ᏧᏍᏗᎩᏍᏗ|ju:sdǐ:gî:sdi|For him to eat rod shaped things|||juu2sdii23gii32sdi
555|||Ꭶ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ¹Ꮩ²³ᏍᏓ²*||ᎦᏓᎦᏙᏍᏓ|gadagà:tǒ:sdā|I recently looked at myself|||ga2da2gaa1too23sda2
556|||Ꭿ̣²-|Ꭰ¹Ꮧ̣²Ꭽ||ᎭᏗᎭ|hadiha|You (1) are saying|||ha2di2ha
557|||Ꮧ̣²Ꮒ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏗᏂᏚᎲᎦ|widinì:du:hv̀:ga|Let them bake things|||wi2di2nii1duu2hvv1ga
558|||Ꮥ³Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏕᎾᏓᎪᏩᏘᎭ|dé:nada:gowhtíha|You (1) and I are seeing each other|||dee3na2daa2gowh2ti3ha
559|||Ꭼ²-, Ꭼ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᎬᏲᎵᏍᏗ|gv:yo:lí:sdi|For me to recognize you (1)|||gvv2yoo2lii3sdi
560|||Ꮶ¹ᏍᏗ²-|ɂ¹Ꮪ²Ꮂ¹Ꭶ||ᏫᏦᏍᏗᏚᎲᎦ|wijò:sdì:du:hv̀:ga|Let him and me bake things|||wi2joo1sdii1duu2hvv1ga
561|||Ꮥ³Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏕᏓᏓᎪᏩᏘᎭ|dé:dada:gowhtíha|All of us are seeing each other|||dee3da2daa2gowh2ti3ha
562|||Ꮧ̣¹Ꭹ̣²-, Ꮧ̣¹Ꮖ͓-|ɂ¹Ꮯ²³Ꮠ̣³Ꮧ||ᏗᎩᏟᏐᏗ|dìgìhlǐ:sóhdi|For me to gather things|||di1gi1hlii23soh3di
563|||Ꮵ²-, Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᏥᏲᎵᏍᏗ|ji:yo:lí:sdi|For me to recognize him|||jii2yoo2lii3sdi
564|||Ꮩ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏙᏣᏓᎪᏩᏘᎭ|dò:jada:gowhtíha|They and I are seeing each other|||doo1ja2daa2gowh2ti3ha
565|||Ꮶ¹Ꭹ̣²Ꮒ²-|ɂ¹Ꮯ²³Ꮠ̣³Ꮧ||ᏦᎩᏂᏟᏐᏗ|jò:ginì:hlǐ:sóhdi|For him and me to gather things|||joo1gi2nii1hlii23soh3di
566|||Ꮨ̣²-|ɂᏯ̣²Ꭶ||ᏘᏯᎦ|tihyaga|Let you (1) eat flexible things|||ti2hya2ga
567|||Ꮩ¹ᏍᏗ²-|ɂᏯ̣²Ꭶ²||ᏙᏍᏗᏯᎦ|dò:sdi:hyagā|He and I recently ate flexible things|||doo1sdii2hya2ga2
568|||ᏍᏛ²-, ᏍᏛ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᏍᏛᏲᎵᏍᏗ|sdv:yo:lí:sdi|For me to recognize you both; For we two to recognize you (1) or you both|||sdvv2yoo2lii3sdi
569|||Ꮩ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎪᏩ͓²Ꮨ̣³Ꭽ||ᏙᏍᏓᏓᎪᏩᏘᎭ|dò:sdada:gowhtíha|He and I are seeing each other|||doo1sda2daa2gowh2ti3ha
570|||Ꮧ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ||ᏫᏗᎾᏓᎦᏙᏍᏓ|widinadaktǒ:sda|Let them look at each other|||wi2di2nada2ktoo23sda
571|||Ꮩ¹Ꭹ²-|Ꭵ²³ᏴᎢ||ᏙᎬᏴᎢ|dò:gù:wǎ:yv́:ɂi|They and I had rod shaped things a while ago|||doo1guu1waa23yvv3-i
572|||Ꮧ̣²Ꮧ̣²-|ɂᏯ̣²Ꭶ||ᏗᏗᏯᎦ|didi:hyaga|Let all of us eat flexible things|||di2dii2hya2ga
573|||Ꭶ̣²Ꮵ²-, Ꭶ̣²Ꮵ²Ꮿ͓-|Ꭳ²Ꮅ³ᏍᏗ*||ᎦᏥᏲᎵᏍᏗ|gaji:yo:lí:sdi|For me to recognize them (animate)|||ga2jii2yoo2lii3sdi
574|||Ꭴ¹Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎤᏓᏙᎵᏨᎢ|ù:da:dohljv̌:ɂi|He recognized himself a while ago|||uu1daa2dohl2jvv23-i
575|||Ꮧ̣²Ꮳ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏗᏣᏓᏚᎸᏗ|dijadaduhldi|For you all to want each other|||di2ja2da2duhl2di
576|||Ꮧ̣²Ꮳ̣²-|ɂᏰ¹ᏍᏗ||ᏗᏣᏰᏍᏗ|dijahyè:sdi|For you (1) to eat flexible things|||di2ja2hyee1sdi
577|||Ꮧ̣³Ꮒ̣²-|ɂᏯ̣²Ꭶ||ᏗᏂᏯᎦ|díni:hyaga|Let you (1) and me eat flexible things|||di3nii2hya2ga
578|||Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᏣᏓᏙᎵᏨᎢ|jada:dohljv̌:ɂi|You (1) recognized yourself a while ago|||ja2daa2dohl2jvv23-i
579|||Ꮧ̣²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²ᏚᎸ͓²Ꮧ||ᏗᏍᏓᏓᏚᎸᏗ|disdadaduhldi|For you both to want each other|||di2sdaa2da2duhl2di
580|||Ꮧ̣²Ꮵ̣²-|ɂᏰ¹ᏍᏗ||ᏗᏥᏰᏍᏗ|diji:hyè:sdi|For you all to eat flexible things|||di2jii2hyee1sdi
581|||Ꭰ¹Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᏓᏙᎵᎪᎢ|à:da:dohlgó:ɂi|He usually recognizes himself|||aa1daa2dohl2goo3-i
582|||Ꭰ¹Ꮖ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎠᏆᏓᏙᎵᏨᎢ|à:gwada:dohljv̌:ɂi|I recognized myself a while ago|||aa1gwaa2daa2dohl2jvv23-i
583|||Ꭽ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎭᏓᏙᎵᎪᎢ|hada:dohlgó:ɂi|You (1) usually recognize yourself|||haa2daa2dohl2goo3-i
584|||Ꭲ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎢᎦᏓᏙᎵᏨᎢ|ì:gada:dohljv̌:ɂi|All of us recognized ourselves a while ago|||ii1ga2daa2dohl2jvv23-i
585|||Ꮣ¹Ꭹ̣²-, Ꮣ¹Ꮖ͓-|Ꮂ²³Ꭲ||ᏓᎩᎲᎢ|dà:gihv̌:ɂi|I had solid things a while ago|||daa1gi2hvv23-i
586|||Ꮧ̣²-, Ꮧ̣²Ꭶ̣²-|ɂ¹Ꮯ²³Ꮜ||ᏫᏗᎦᏟᏌ|widigàhlǐ:sa|Let him gather things|||wi2di2ga1hlii23sa
587|||Ꭰ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎠᎾᏓᏙᎵᎪᎢ|à:nada:dohlgó:ɂi|They usually recognize themselves|||aa1naa2daa2dohl2goo3-i
588|||Ꭳ¹Ꭶ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎣᎦᏓᏙᎵᏨᎢ|ò:gada:dohljv̌:ɂi|They and I recognized ourselves a while ago|||oo1ga2daa2dohl2jvv23-i
589|||Ꮥ²Ꮳ̣²-, Ꮥ²Ꮳ̣²-|Ꮂ²³Ꭲ||ᏕᏣᎲᎢ|de:jahv̌:ɂi|You (1) had solid things a while ago|||dee2ja2hvv23-i
590|||Ꭲ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᎾᏓᏙᎵᎪᎢ|ì:nada:dohlgó:ɂi|You (1) and I usually recognize ourselves|||ii1na2daa2dohl2goo3-i
591|||Ꭴ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎤᎾᏓᏙᎵᏨᎢ|ù:nada:dohljv̌:ɂi|They recognized themselves a while ago|||uu1na2daa2dohl2jvv23-i
592|||Ꭲ¹Ꭹ²-|Ꮀ³Ꭲ||ᎢᎩᎰᎢ|ì:gi:hó:ɂi|All of us usually have something solid|||ii1gii2hoo3-i
593|||Ꭲ¹Ꮣ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎢᏓᏓᏙᎵᎪᎢ|ì:dada:dohlgó:ɂi|All of us usually recognize ourselves|||ii1da2daa2dohl2goo3-i
594|||Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎩᎾᏓᏙᎵᏨᎢ|ginada:dohljv̌:ɂi|You (1) and I recognized ourselves a while ago|||gi2na2daa2dohl2jvv23-i
595|||Ꭳ¹Ꭹ²-|Ꮀ³Ꭲ||ᎣᎩᎰᎢ|ò:gi:hó:ɂi|They and I usually have something solid|||oo1gii2hoo3-i
596|||Ꮥ²Ꮵ̣²-, Ꮥ²Ꭶ͓-|ɂ¹Ꮯ²³Ꮜ²||ᏕᏥᏟᏌ|de:jìhlǐ:sā|I recently gathered things|||dee2ji1hlii23sa2
597|||Ꭳ¹Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎣᏣᏓᏙᎵᎪᎢ|ò:jada:dohlgó:ɂi|They and I usually recognize ourselves|||oo1ja2daa2dohl2goo3-i
598|||Ꭳ¹Ꭹ̣²Ꮎ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꮸ²³Ꭲ||ᎣᎩᎾᏓᏙᎵᏨᎢ|ò:ginada:dohljv̌:ɂi|He and I recognized ourselves a while ago|||oo1gi2na2daa2dohl2jvv23-i
599|||Ꭴ¹Ꮒ²-|Ꮀ³Ꭲ||ᎤᏂᎰᎢ|ù:ni:hó:ɂi|They usually have something solid|||uu1nii2hoo3-i
600|||Ꮥ³Ꮳ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏣᏓᏙᎵᎪᎢ|dé:jada:dohlgó:ɂi|You all usually are acquainted|||dee3ja2daa2dohl2goo3-i
601|||Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᎩᏂᎰᎢ|gini:hó:ɂi|You (1) and I usually have something solid|||gi2nii2hoo3-i
602|||Ꭳ¹ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᎣᏍᏓᏓᏙᎵᎪᎢ|ò:sdada:dohlgó:ɂi|He and I usually recognize ourselves|||oo1sda2daa2dohl2goo3-i
603|||Ꭳ¹Ꭹ̣²Ꮒ²-|Ꮀ³Ꭲ||ᎣᎩᏂᎰᎢ|ò:gini:hó:ɂi|He and I usually have something solid|||oo1gi2nii2hoo3-i
604|||Ꮥ²ᏍᏓ̣²Ꮣ²[Ꮣ͓]-|ᎣᎵ͓²Ꭺ³Ꭲ||ᏕᏍᏓᏓᏙᎵᎪᎢ|de:sdada:dohlgó:ɂi|You both usually are acquainted|||dee2sdaa2daa2dohl2goo3-i
605|||ᏍᎩ̣²Ꮒ²-|Ꭳ²Ꮅ¹Ꭹ*||ᏍᎩᏃᎵᎩ|sgino:lì:gi|Let you both recognize me|||sgii2noo2lii1gi
606|||Ꮣ̣²-, Ꮥ²Ꭶ̣²-|ᎣᎵ͓²Ꭶ||ᏕᎪᎵᎦ|de:gohlga|He understands things; He recognizes them (animate)|||dee2gohl2ga
607|||Ꮧ̣²Ꭹ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎪᎵᏍᏗ|digo:hlísdi|For all of us to understand things|||di2goo2hli3sdi
608|||Ꮧ̣²Ꭹ̣²Ꮒ²-|Ꭳ²Ꮅ³ᏍᏗ||ᏗᎩᏃᎵᏍᏗ|digino:hlísdi|For you (1) and me to understand things|||di2gi2noo2hli3sdi
609|||Ꮥ²Ꭿ̣²-, Ꮥ²Ꭿ̣²-|Ꭺ¹Ꮹ²Ꮤ²||ᏕᎯᎪᏩᏔ|de:higò:wahtā|You (1) recently saw them (inanimate)|||dee2hi2goo1wah2ta2
610|||Ꭱ¹ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᎡᏍᏗᎪᎲᎢ|è:sdi:go:hv̌:ɂi|You both saw him a while ago; You both were seen a while ago|||ee1sdii2goo2hvv23-i
611|||Ꭸ²ᏍᏗ²-|Ꭺ²Ꮂ²³Ꭲ||ᎨᏍᏗᎪᎲᎢ|ge:sdi:go:hv̌:ɂi|You both saw them (animate) a while ago; They saw you both a while ago|||gee2sdii2goo2hvv23-i
612|||Ꭱ¹Ꭹ̣²Ꮒ²-|Ꭺ²Ꮂ²³Ꭲ||ᎡᎩᏂᎪᎲᎢ|è:gini:go:hv̌:ɂi|You (1) and I were seen a while ago|||ee1gi2nii2goo2hvv23-i
613|||Ꭰ¹Ꮒ²-|ɂᎴ¹Ꭶ||ᎠᏂᎴᎦ|à:ní:lè:ga|They are climbing it|||aa1nii3lee1ga
614|||Ꮪ²-, Ꮪ²Ꮹ͓-|Ꮎ̣³Ꭰ||ᏚᎾᎠ|du:náɂa|He has flexible things|||duu2na3-a
615||||Ꭱ²Ꮩ²Ꮣ||ᎡᏙᏓ|e:do:da|Father|||ee2doo2da
616|||Ꮷ²-, Ꮷ²Ꮹ͓-|Ꭴ²Ꮧ²Ꮤ̣²ᏍᏗ||ᏧᏗᏔᏍᏗ|ju:di:tasdi|For him to drink drinks|||juu2dii2ta2sdi
617|||Ꮶ¹Ꭹ²-|Ꭰ̣²Ꮪ²³Ꭹ³²ᏍᏗ||ᏦᎦᏚᎩᏍᏗ|jò:gatǔ:gî:sdi|For them and me to drink alcoholic drinks|||joo1ga2tuu23gii32sdi
618|||Ꮣ¹Ꮎ̣²Ꮣ²[Ꮣ͓]-|Ꭰ̣²Ꭶ͓Ꮩ²³ᏍᏓ²||ᏓᎾᏓᎦᏙᏍᏓ|dà:nadaktǒ:sdā|They recently looked at each other|||daa1naa2da2ktoo23sda2
619|||Ꭳ¹Ꮵ²-|ɂᎴ¹Ꭶ||ᎣᏥᎴᎦ|ò:jí:lè:ga|They and I are climbing it|||oo1jii3lee1ga
